Subfamily;Tribe;Genus;Species;FWL;FWW;HWL;HWW;TL;TW;AL;AW;BL;FA;AR;FHR;WTR;Obs;Source;Subspecies
Satyrinae;Satyrini;Caeruleuptychia;Caeruleuptychia_helena;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALOR!;#VALOR!;#VALOR!;#VALOR!;;;
Satyrinae;Satyrini;Capronnieria;Capronnieria_abretia;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALOR!;#VALOR!;#VALOR!;#VALOR!;;;
Satyrinae;Satyrini;Hermeuptychia;Hermeuptychia_fallax;1.72;1;1.26;1.12;0.44;0.2;NA;NA;NA;1.72;3.44;1.365;168.091;Sexo não identificado;BoA;
Satyrinae;Satyrini;Splendeuptychia;Splendeuptychia_hygina;1.73;1.06;1.36;1.13;0.35;0.19;NA;NA;NA;1.834;3.2642;1.272;236.874;;LABOR;
Satyrinae;Satyrini;Hermeuptychia;Hermeuptychia_fallax;1.79;1.03;1.28;1.13;0.48;0.23;NA;NA;NA;1.844;3.4757;1.398;126.185;Sexo não identificado;BoA;
Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_undulata;1.76;1.06;1.32;1.21;NA;NA;NA;NA;NA;1.866;3.3208;1.333;NA;Sexo não identificado;BoA;
Satyrinae;Satyrini;Cissia;Cissia_myncea;1.79;1.13;1.44;1.34;0.43;0.25;NA;NA;NA;2.023;3.1681;1.243;119.222;Não específicado (fêmea?);BoA;
Satyrinae;Satyrini;Erichthodes;Erichthodes_narapa;1.79;1.16;1.45;1.21;0.38;0.27;NA;NA;NA;2.076;3.0862;1.234;115.663;;LABOR;
Satyrinae;Satyrini;Erichthodes ;Erichthodes_narapa;1.82;1.15;1.49;1.18;0.36;0.19;NA;NA;NA;2.093;3.1652;1.221;254.878;;LABBOR;
Satyrinae;Satyrini;Atlanteuptychia;Atlanteuptychia_ernestina;1.92;1.2;1.61;1.31;0.43;0.26;0.8;0.09;NA;2.304;3.2;1.193;126.82;;LABOR;
Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_vestigiata;2.09;1.23;1.55;1.49;0.46;0.24;NA;NA;NA;2.571;3.3984;1.348;164.859;Macho;BoA;
Satyrinae;Satyrini;Capronnieria;Capronnieria_galesus;2.01;1.29;1.67;1.43;0.47;0.29;NA;NA;NA;2.593;3.1163;1.204;102.211;;LABOR;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_saltuensis;2.02;1.32;1.53;1.48;NA;NA;NA;NA;NA;2.666;3.0606;1.32;NA;Sexo não identificado;BoA;
Nymphalinae;Nymphalini;Tigridia;Tigridia_acesta;2.13;1.28;1.69;1.36;0.7;0.27;NA;NA;NA;2.726;3.3281;1.26;88.907;Macho;BoA;
Satyrinae;Satyrini;Haywardella;Haywardella_edmondsii;2.23;1.34;1.7;1.43;0.56;0.21;NA;NA;NA;2.988;3.3284;1.312;201.365;Macho;BoA;
Satyrinae;Satyrini;Cepheuptychia;Cepheuptychia_angelica;2.16;1.39;1.65;1.37;0.49;0.24;NA;NA;NA;3.002;3.1079;1.309;165.306;;LABOR;
Satyrinae;Satyrini;Yphthimoides;Yphthimoides_straminea;2.31;1.3;1.89;1.51;0.6;0.27;NA;NA;NA;3.003;3.5538;1.222;121.996;Macho;BoA;
Satyrinae;Satyrini;Magneuptychia;Magneuptychia_ocnus;2.36;1.46;1.75;1.57;0.53;0.22;NA;NA;NA;3.446;3.2329;1.349;217.121;Macho;BoA;
Biblidinae;Epiphilini;Temenis;Temenis_huebneri;2.42;1.53;1.88;1.56;0.79;NA;NA;NA;NA;3.703;3.1634;1.287;NA;Sexo não identificado;BoA;
Satyrinae;Satyrini;Foetterleia;Foetterleia_schreineri;2.85;1.58;2.43;1.9;0.59;0.25;NA;NA;NA;4.503;3.6076;1.173;220.271;Macho;BoA;
Biblidinae;Catonephelini;Eunica;Eunica_volumna;2.83;1.64;2.03;1.75;0.76;0.23;NA;NA;NA;4.641;3.4512;1.394;199.207;Não específicado (fêmea?);BoA;
Nymphalinae;Nymphalini;Colobura;Colobura_dirce;3;1.87;2.1;1.76;0.99;0.33;NA;NA;NA;5.61;3.2086;1.429;83.479;Macho;BoA;
Satyrinae;Brassolini;Narope;Narope_cyllastros;3;1.91;2.49;2.15;0.83;0.27;NA;NA;NA;5.73;3.1414;1.205;148.743;Macho;BoA;
Satyrinae;Satyrini;Taygetis;Taygetis_leuctra;3.21;1.84;2.84;2.05;0.65;0.32;NA;NA;NA;5.906;3.4891;1.13;154.809;;LABOR;
Charaxinae;Anaeini;Siderone;Siderone_galanthis;3.11;2.2;2.08;2.19;1.05;0.47;NA;NA;NA;6.842;2.8273;1.495;41.7;Macho;BoA;
Satyrinae;Brassolini;Narope;Narope_cyllene;3.28;2.16;2.67;2.45;0.77;0.29;NA;NA;NA;7.085;3.037;1.228;166.135;Sexo não identificado;BoA;
Charaxinae;Preponini;Prepona;Prepona_dexamenus;3.82;2.31;2.51;2.39;1.24;NA;NA;NA;NA;8.824;3.3074;1.522;NA;Sexo não identificado;BoA;
Biblidinae;Ageroniini;Hamadryas;Hamadryas_arinome;3.74;2.42;2.8;2.58;1.21;0.38;NA;NA;NA;9.051;3.0909;1.336;80.055;Sexo não identificado;BoA;
Biblidinae;Ageroniini;Hamadryas;Hamadryas_guatemalena;3.99;2.36;3.17;2.51;1.01;0.33;NA;NA;NA;9.416;3.3814;1.259;144.743;Sexo não identificado;BoA;guatemalena
Nymphalinae;Coeini;Historis;Historis_odius;4.11;2.5;2.31;2.45;NA;NA;NA;NA;NA;10.275;3.288;1.779;NA;;BoA;
Charaxinae;Preponini;Prepona;Prepona_amydon;3.96;2.65;2.62;2.72;1.31;NA;NA;NA;NA;10.494;2.9887;1.511;NA;Sexo não identificado;BoA;ferdinandi
Nymphalinae;Nymphalini;Smyrna;Smyrna_blomfildia;4.03;2.67;2.94;2.72;1.55;0.56;NA;NA;NA;10.76;3.0187;1.371;33.412;Macho;BoA;
Charaxinae;Preponini;Prepona;Prepona_amydon;4.03;2.72;2.73;2.85;1.53;0.55;NA;NA;NA;10.962;2.9632;1.476;35.091;Macho;BoA;excelsior
Charaxinae;Preponini;Prepona;Prepona_claudina;4.24;2.73;2.93;2.91;1.45;0.56;NA;NA;NA;11.575;3.1062;1.447;39.536;Não especificado (macho?);BoA;godmani
Satyrinae;Morphini;Morpho;Morpho_aega;4.46;2.74;2.92;2.77;0.64;NA;NA;NA;NA;12.22;3.2555;1.527;NA;Sexo não identificado;BoA;amargosensis
Satyrinae;Brassolini;Blepolenis;Blepolenis_catharinae;4.52;2.93;3.84;3.08;1.11;0.4;NA;NA;NA;13.244;3.0853;1.177;115.036;Não específicado (fêmea?);BoA;
Charaxinae;Preponini;Prepona;Prepona_laertes;5.12;3.14;3.64;3.13;1.49;NA;NA;NA;NA;16.077;3.2611;1.407;NA;Macho;BoA;demodice
Satyrinae;Morphini;Morpho;Morpho_helenor;5.39;3.54;4.16;3.72;NA;NA;NA;NA;NA;19.081;3.0452;1.296;NA;Macho;BoA;anakreon
Charaxinae;Preponini;Prepona;Prepona_pylene;5.67;3.37;4.02;3.44;1.48;NA;NA;NA;NA;19.108;3.365;1.41;NA;Sexo não identificado;BoA;
Satyrinae;Morphini;Morpho;Morpho_achilles;6.01;3.88;4.48;4;1.68;0.55;NA;NA;NA;23.319;3.0979;1.342;71.075;Macho;BoA;
Satyrinae;Morphini;Morpho;Morpho_achilles;6.23;3.93;4.73;4.42;1.85;0.5;NA;NA;NA;24.484;3.1705;1.317;83.92;Sexo não identificado;BoA;
Satyrinae;Morphini;Morpho;Morpho_helenor;6.31;4.07;4.84;4.3;NA;NA;NA;NA;NA;25.682;3.1007;1.304;NA;Macho;BoA;marajoensis
Satyrinae;Morphini;Morpho;Morpho_helenor;6.51;4.21;5.06;4.43;NA;NA;NA;NA;NA;27.407;3.0926;1.287;NA;Macho;BoA;pindarus
Satyrinae;Morphini;Morpho;Morpho_helenor;6.79;4.4;5.31;4.51;NA;NA;NA;NA;NA;29.876;3.0864;1.279;NA;Macho;BoA;pindarus
Satyrinae;Morphini;Morpho;Morpho_telemachus;6.75;4.43;5.3;4.72;0.94;0.39;NA;NA;NA;29.903;3.0474;1.274;318.677;;FMNH;
Satyrinae;Morphini;Morpho;Morpho_menelaus;7.01;4.38;5.41;4.72;1.7;0.49;NA;NA;NA;30.704;3.2009;1.296;120.391;Sexo não identificado;BoA;occidentalis
Satyrinae;Morphini;Morpho;Morpho_athena;7;4.49;5.28;4.77;1.18;0.54;NA;NA;NA;31.43;3.118;1.326;142.405;Sexo não identificado;BoA;
Satyrinae;Morphini;Morpho;Morpho_telemachus;7.24;4.39;5.58;4.72;1.01;0.35;NA;NA;NA;31.784;3.2984;1.297;423.662;;FMNH;
Satyrinae;Morphini;Morpho;Morpho_menelaus;7.17;4.49;5.4;4.82;1.11;NA;NA;NA;NA;32.193;3.1938;1.328;NA;Sexo não identificado;BoA;kesselringi
Satyrinae;Morphini;Morpho;Morpho_menelaus;7.03;4.58;5.2;4.62;1.32;NA;NA;NA;NA;32.197;3.0699;1.352;NA;Macho;BoA;verae
Satyrinae;Morphini;Morpho;Morpho_menelaus;7.27;4.51;5.42;4.77;NA;NA;NA;NA;NA;32.788;3.2239;1.341;NA;Sexo não identificado;BoA;terrestris
Satyrinae;Morphini;Morpho;Morpho_telemachus;7.8;4.53;5.67;4.88;1.12;0.46;NA;NA;NA;35.334;3.4437;1.376;256.718;;FMNH;
Satyrinae;Brassolini;Caligo;Caligo_brasiliensis;7.43;5.18;6.83;5.88;1.74;0.79;NA;NA;NA;38.487;2.8687;1.088;50.836;;LABOR;
